node_type,org_cat,corp_cat,corp_sub,rank,banker,PPG_director,PPG_member,bipartite_degree,ppg_bipartite_degree,corp_bipartite_degree,degree,degree_w,closeness,closeness_w,betweenness,betweenness_w,average_neighbour_degree_w,average_neighbour_degree,EVC,EVC_w,clustering_co_eff,triangles,eccentricity,onion_layer,core_no,bipartite_degree/degree,degree_ranked,degree_w_ranked,closeness_ranked,closeness_w_ranked,betweenness_ranked,betweenness_w_ranked,EVC_ranked,EVC_w_ranked,no. 1 step nodes (degree),1 step % reached,1 step nodes average degree,no. 2 step nodes,2 step % reached,2 step nodes average degree,no. 3 step nodes,3 step % reached,3 step nodes average degree
person,person,,,,False,True,False,2,2,1.0,23,5.09404761904762,0.4057377049180328,0.09074798337814714,0.0011469965015430035,0.0031604100902346533,35.68216873101191,40.56521739130435,0.07408808186994338,0.048327282533790664,0.7114624505928854,180,4,65,19,11.5,148.0,196.0,100.0,77.0,295.0,283.0,61.0,118.0,23,4.65,40.56521739130435,253,51.11,26.308300395256918,484,97.78,20.419421487603305
person,person,,,,True,False,False,3,3,3.0,24,4.526190476190477,0.41318864774624375,0.08609444299504301,0.003034418784673411,0.003844011738748582,31.877958968963704,34.75,0.04773157881059199,0.03363420046388253,0.4492753623188406,124,4,53,15,8.0,144.0,246.0,77.0,172.0,170.0,240.0,95.0,153.0,24,4.85,34.75,275,55.56,24.829090909090908,483,97.58,20.428571428571427
person,person,,,,True,False,False,2,2,2.0,15,3.9361111111111113,0.36370315944158704,0.08630459419405456,0.004029874334242747,0.008583660670791804,18.901905434015525,22.533333333333335,0.013576119044482,0.010849906879420482,0.4666666666666667,49,4,24,9,7.5,290.0,303.0,267.0,167.0,137.0,75.0,291.0,319.0,15,3.03,22.533333333333335,166,33.54,24.867469879518072,438,88.48,21.317351598173516
person,person,,,,False,False,False,2,2,2.0,8,1.8666666666666665,0.3515625,0.07971228428030813,0.0010675903613334,0.0012696465328044277,33.10714285714286,37.25,0.022853726342894107,0.015216561476809621,0.75,21,5,12,7,4.0,432.0,457.0,321.0,315.0,304.0,396.0,206.0,272.0,8,1.62,37.25,130,26.26,30.03076923076923,435,87.88,21.544827586206896
person,person,,,,False,False,False,4,4,4.0,18,3.1789682539682547,0.36157779401022644,0.07419620774938168,0.007885885726952471,0.009574801121850557,16.224566221445507,18.944444444444443,0.018961394619494257,0.00785506488924168,0.2875816993464052,44,5,19,8,4.5,218.0,371.0,279.0,419.0,62.0,54.0,237.0,345.0,18,3.64,18.944444444444443,151,30.51,24.90066225165563,443,89.49,21.24604966139955
person,person,,,,False,False,False,2,2,2.0,16,4.183333333333334,0.3761398176291793,0.09247151130207357,0.0006623293397816746,0.004647669360588023,26.334661354581673,28.8125,0.025553995848084533,0.022480539936024373,0.55,66,4,43,13,8.0,263.0,282.0,215.0,45.0,350.0,191.0,192.0,222.0,16,3.23,28.8125,195,39.39,27.6974358974359,453,91.52,21.070640176600442
person,person,,,,False,False,False,2,2,2.0,8,2.033333333333333,0.32694848084544254,0.07227508334752877,0.0001744678753457558,0.00036040957093588674,19.885245901639344,23.0,0.005245734415039293,0.006571746663614362,0.5,14,5,13,7,4.0,432.0,448.0,409.0,440.0,432.0,453.0,389.0,365.0,8,1.62,23.0,84,16.97,26.892857142857142,381,76.97,22.984251968503937
person,person,,,,False,False,False,2,2,2.0,10,2.4,0.35206258890469416,0.07960652398247046,0.002020313696397914,0.009342124294277408,19.40277777777778,21.3,0.006064131749966157,0.0057178380759252915,0.4444444444444444,20,5,15,8,5.0,392.0,427.0,320.0,325.0,211.0,59.0,376.0,381.0,10,2.02,21.3,133,26.87,24.25563909774436,433,87.47,21.515011547344113
person,person,,,,False,False,False,2,2,2.0,10,2.7,0.34114403859407305,0.07900932416435004,0.00043590697410587583,0.0013663042610411028,20.79629629629629,22.8,0.009960654226753013,0.011273391829300978,0.5555555555555556,25,5,20,9,5.0,392.0,413.0,360.0,332.0,386.0,389.0,335.0,312.0,10,2.02,22.8,119,24.04,31.89075630252101,403,81.41,22.4590570719603
person,person,,,,True,False,False,3,3,3.0,22,4.530158730158731,0.3813559322033898,0.08338925373637204,0.004914864223230513,0.0050011716678383345,25.408724597056757,27.818181818181817,0.030255376482226384,0.025323226416136584,0.4805194805194805,111,4,52,15,7.333333333333333,162.0,244.0,194.0,232.0,109.0,172.0,162.0,190.0,22,4.44,27.818181818181817,197,39.8,27.0253807106599,463,93.54,20.987041036717063
person,person,,,,False,False,False,2,2,2.0,13,2.958333333333334,0.34542916957431963,0.0766273639670786,0.001518546975312596,0.0030476215746879035,22.076056338028167,24.307692307692307,0.010643868080431976,0.01115245789693637,0.8461538461538461,66,5,34,12,6.5,332.0,398.0,341.0,383.0,257.0,291.0,330.0,315.0,13,2.63,24.307692307692307,128,25.86,27.1015625,407,82.22,22.245700245700245
person,person,,,,True,False,False,2,2,2.0,4,1.0333333333333332,0.3134895503483217,0.07420825785495659,0.0,0.0,19.290322580645164,20.0,0.003669102693836124,0.0030891385130826054,1.0,6,5,5,4,2.0,480.0,487.0,447.0,418.0,465.0,469.0,419.0,431.0,4,0.81,20.0,58,11.72,27.775862068965516,344,69.49,23.822674418604652
person,person,,,,False,False,False,2,2,2.0,10,3.042857142857143,0.32289628180039137,0.06997785212760944,0.0008489989396983977,0.0010825009947816964,14.52582159624413,16.5,0.005256914068077657,0.0024373779759068875,0.6666666666666666,30,5,16,8,5.0,392.0,386.0,427.0,459.0,325.0,404.0,388.0,446.0,10,2.02,16.5,79,15.96,25.21518987341772,360,72.73,22.830555555555556
person,person,,,,False,False,False,2,2,2.0,4,1.3333333333333333,0.26038926880589164,0.0685152717541755,0.00046862904682474436,0.0033918428250412063,6.999999999999999,7.0,0.00012577586515148591,0.00022689361478200526,0.5,3,5,5,4,2.0,480.0,477.0,494.0,471.0,378.0,269.0,495.0,495.0,4,0.81,7.0,22,4.44,10.863636363636363,113,22.83,20.654867256637168
person,person,,,,True,False,True,2,2,2.0,16,4.542857142857143,0.3631694790902421,0.09255479274893968,0.0012852990544139123,0.007063605955152998,20.40985324947589,23.375,0.01620469589565469,0.016839575553440796,0.5333333333333333,64,5,30,11,8.0,263.0,242.0,268.0,42.0,276.0,113.0,263.0,262.0,16,3.23,23.375,150,30.3,26.02,452,91.31,21.27212389380531
person,person,,,,False,False,False,2,2,2.0,7,1.811111111111111,0.32437745740498036,0.06852064617045722,0.00023581702175880484,0.00085283787038173,15.294478527607366,19.571428571428573,0.00378791993403402,0.001700521619889337,0.5238095238095238,11,4,9,6,3.5,446.0,460.0,424.0,470.0,421.0,423.0,417.0,470.0,7,1.41,19.571428571428573,80,16.16,25.725,367,74.14,23.021798365122617
person,person,,,,False,False,False,3,3,3.0,7,1.692857142857143,0.3183279742765273,0.07241147270794526,0.00031262567972755226,0.0009107721388423142,13.999999999999998,14.428571428571429,0.002376896625155673,0.001981205679366691,0.5714285714285714,12,5,9,6,2.3333333333333335,446.0,464.0,439.0,438.0,407.0,419.0,442.0,459.0,7,1.41,14.428571428571429,70,14.14,22.114285714285714,353,71.31,22.988668555240793
person,person,,,,False,False,False,2,2,2.0,13,3.166666666666667,0.3610503282275711,0.08172137688138018,0.00116846694205768,0.004140664403822298,23.326315789473686,25.53846153846154,0.01275032439158824,0.019031018170993976,0.6282051282051282,49,5,34,12,6.5,332.0,373.0,283.0,260.0,292.0,225.0,304.0,247.0,13,2.63,25.53846153846154,154,31.11,26.045454545454547,443,89.49,21.51918735891648
person,person,,,,False,False,False,2,2,2.0,8,2.233333333333333,0.31873792659368966,0.07866716109551306,0.0007387371386617733,0.003298202771886983,13.089552238805972,14.75,0.002450883861538086,0.002120299452207775,0.4642857142857143,13,5,13,7,4.0,432.0,444.0,437.0,337.0,339.0,274.0,441.0,456.0,8,1.62,14.75,70,14.14,21.2,355,71.72,23.428169014084506
person,person,,,,False,False,False,2,2,2.0,3,1.5333333333333332,0.2798191068400226,0.05934421643654961,0.0,0.0,6.913043478260871,11.666666666666666,0.0011500741302201416,0.0006470170522342576,1.0,3,5,3,3,1.5,489.0,469.0,488.0,491.0,465.0,469.0,479.0,489.0,3,0.61,11.666666666666666,23,4.65,25.130434782608695,207,41.82,26.314009661835748
person,person,,,,False,False,False,2,2,2.0,10,2.426190476190476,0.3691275167785235,0.07798591527106014,0.0006052336052852991,0.0029861950914582486,27.216879293424935,34.9,0.02304346256677847,0.012253640499208025,0.8,36,4,20,9,5.0,392.0,425.0,244.0,355.0,356.0,298.0,204.0,304.0,10,2.02,34.9,175,35.35,29.125714285714285,454,91.72,21.143171806167402
person,person,,,,False,False,False,3,3,3.0,19,5.3500000000000005,0.339041095890411,0.08024424510969415,0.0005076923399577427,0.0006747638326585696,22.98130841121495,23.42105263157895,0.013023601513162045,0.024292751894393286,0.5906432748538012,101,5,45,14,6.333333333333333,204.0,182.0,373.0,300.0,372.0,429.0,296.0,200.0,19,3.84,23.42105263157895,112,22.63,27.875,392,79.19,22.568877551020407
person,person,,,,True,True,True,3,3,2.0,44,8.60436507936508,0.43535620052770446,0.0942468187732047,0.004726381156469665,0.004635175935629868,36.573490753124574,39.25,0.12260576597118854,0.08960076965388475,0.4503171247357294,426,4,69,22,14.666666666666666,32.0,18.0,35.0,20.0,117.0,194.0,15.0,32.0,44,8.89,39.25,309,62.42,24.92233009708738,490,98.99,20.191836734693876
person,person,,,,False,False,True,2,2,2.0,15,3.8833333333333337,0.3639705882352941,0.08736064946907081,0.00135535235824642,0.008409413573964407,23.283261802575105,26.066666666666666,0.018143086505925592,0.02396747257580407,0.5238095238095238,55,5,35,12,7.5,290.0,307.0,264.0,143.0,271.0,80.0,247.0,204.0,15,3.03,26.066666666666666,173,34.95,27.24277456647399,433,87.47,21.61431870669746
person,person,,,,True,True,False,4,4,3.0,38,7.1253968253968285,0.42235494880546076,0.09133543476589527,0.004865816647178583,0.003371394687184164,31.164067721096,32.026315789473685,0.07526029428183535,0.058475656938976744,0.45092460881934565,317,4,69,22,9.5,47.0,70.0,57.0,62.0,111.0,270.0,59.0,100.0,38,7.68,32.026315789473685,283,57.17,25.236749116607776,487,98.38,20.28747433264887
person,person,,,,True,False,False,2,2,2.0,19,4.919444444444445,0.38461538461538464,0.09165393695320095,0.0026745285436369118,0.012667400870688803,24.363071710897792,27.68421052631579,0.02019124358095098,0.030607448035133735,0.5497076023391813,94,5,45,14,9.5,204.0,214.0,185.0,56.0,179.0,20.0,225.0,162.0,19,3.84,27.68421052631579,216,43.64,25.46759259259259,459,92.73,21.15032679738562
person,person,,,,False,False,False,2,2,2.0,24,5.72063492063492,0.4111295681063123,0.0941571822591383,0.0016330699408055465,0.005649580737070665,30.040788013318537,34.0,0.0442539146874843,0.031936887455619914,0.5398550724637681,149,4,55,15,12.0,144.0,161.0,82.0,21.0,244.0,142.0,100.0,156.0,24,4.85,34.0,266,53.74,25.466165413533833,486,98.18,20.34567901234568
person,person,,,,True,False,True,5,5,5.0,49,6.921536796536799,0.4411764705882353,0.0814345644484659,0.015755287202760596,0.0005451955451955453,30.51969353451644,32.93877551020408,0.11173481885982367,0.047057515230777384,0.29336734693877553,345,4,67,19,9.8,22.0,84.0,26.0,267.0,24.0,435.0,21.0,121.0,49,9.9,32.93877551020408,316,63.84,23.908227848101266,493,99.6,20.10547667342799
person,person,,,,True,False,True,7,7,7.0,62,7.4754301254301225,0.4475587703435805,0.07651089700654337,0.02975284874275412,0.00041644515328725847,28.65307519435039,29.306451612903224,0.11227996665780084,0.06541458528923534,0.2522474881015336,477,4,64,18,8.857142857142858,4.0,54.0,21.0,385.0,4.0,448.0,20.0,73.0,62,12.53,29.306451612903224,323,65.25,23.681114551083592,489,98.79,20.173824130879346
person,person,,,,True,False,False,2,2,2.0,16,4.316666666666666,0.342797783933518,0.08114975819011448,0.0010774727218533255,0.0019687265301300385,23.366795366795365,25.375,0.008845415927335835,0.01798358633760655,0.875,105,5,50,15,8.0,263.0,264.0,350.0,276.0,301.0,357.0,350.0,251.0,16,3.23,25.375,112,22.63,23.089285714285715,412,83.23,22.00485436893204
person,person,,,,False,False,False,2,2,2.0,6,1.9999999999999998,0.30593325092707047,0.08011221104307716,0.0004537254910427613,0.0017966893405489896,12.333333333333336,12.333333333333334,0.0032654198466763183,0.005406461096066176,0.6666666666666666,10,5,8,5,3.0,461.0,451.0,463.0,305.0,382.0,367.0,427.0,389.0,6,1.21,12.333333333333334,54,10.91,30.40740740740741,314,63.43,24.191082802547772
person,person,,,,False,False,False,2,2,2.0,4,1.1666666666666665,0.30424093423478793,0.07501704932939306,7.799351382403269e-05,0.00038700091331670284,13.785714285714286,14.0,0.0016238301222445857,0.001799379266930901,0.5,3,5,5,4,2.0,480.0,482.0,466.0,407.0,456.0,451.0,467.0,466.0,4,0.81,14.0,47,9.49,23.48936170212766,306,61.82,23.647058823529413
person,person,,,,True,False,False,2,2,2.0,10,3.7261904761904767,0.33310901749663524,0.08092422549794283,0.0015198869908777757,0.0030212547993837893,12.706070287539934,15.5,0.004705237740919629,0.007588898695074742,0.5555555555555556,25,5,12,7,5.0,392.0,331.0,388.0,282.0,255.0,293.0,401.0,348.0,10,2.02,15.5,94,18.99,25.095744680851062,394,79.6,22.527918781725887
person,person,,,,True,False,True,2,2,2.0,5,1.3749999999999998,0.3271645736946464,0.07230323538719964,0.0005920186981360634,2.658160552897395e-05,15.212121212121213,21.0,0.004960627556431004,0.003130023008430575,0.6,6,5,7,5,2.5,466.0,473.0,408.0,439.0,359.0,468.0,396.0,430.0,5,1.01,21.0,89,17.98,28.01123595505618,375,75.76,22.845333333333333
person,person,,,,True,False,False,3,3,3.0,23,4.746825396825397,0.3852140077821012,0.08524194937144827,0.0041716585279425135,0.006574183973131775,21.609262665106165,23.26086956521739,0.019955037223617286,0.019123196799100697,0.391304347826087,99,5,41,13,7.666666666666667,148.0,223.0,183.0,187.0,131.0,120.0,228.0,246.0,23,4.65,23.26086956521739,222,44.85,26.22972972972973,451,91.11,21.108647450110865
person,person,,,,True,False,False,2,2,2.0,7,2.0277777777777777,0.33243787777031564,0.06924997843224576,9.592404478678811e-05,7.074796548480759e-05,17.17808219178082,22.571428571428573,0.005264831711309415,0.002532005570837787,0.7142857142857143,15,4,12,7,3.5,446.0,450.0,390.0,462.0,451.0,465.0,387.0,443.0,7,1.41,22.571428571428573,93,18.79,27.236559139784948,391,78.99,22.240409207161125
person,person,,,,False,False,False,4,4,4.0,19,3.274603174603175,0.3950518754988029,0.077040803092008,0.006056641911308345,0.0034092223565907777,23.07901114881241,26.789473684210527,0.023634577011703434,0.014010448324263087,0.3684210526315789,63,5,34,12,4.75,204.0,368.0,139.0,376.0,86.0,268.0,200.0,286.0,19,3.84,26.789473684210527,239,48.28,25.04602510460251,470,94.95,20.83191489361702
person,person,,,,True,False,False,2,2,2.0,13,3.083333333333334,0.37050898203592814,0.08518571633443282,0.001227582685478719,0.0079791715756628,24.918918918918916,27.846153846153847,0.018429599540871623,0.01419582706892848,0.6282051282051282,49,4,29,11,6.5,332.0,382.0,240.0,190.0,280.0,91.0,245.0,282.0,13,2.63,27.846153846153847,172,34.75,26.558139534883722,459,92.73,21.013071895424837
person,person,,,,False,True,False,3,3,2.0,31,6.800793650793652,0.4152684563758389,0.0904936014625228,0.0015579774545584854,0.00342971518410115,36.76998482903488,38.96774193548387,0.09249679080693515,0.06723344943710216,0.5311827956989247,247,4,66,19,10.333333333333334,68.0,91.0,70.0,80.0,253.0,266.0,35.0,66.0,31,6.26,38.96774193548387,271,54.75,25.837638376383765,486,98.18,20.32304526748971
person,person,,,,True,False,False,3,3,3.0,14,2.844047619047619,0.391304347826087,0.08182945309271249,0.001655850193792328,0.002113036516403234,26.571787358727498,28.857142857142858,0.019748922686932534,0.015116498594260855,0.5384615384615384,49,4,31,11,4.666666666666667,309.0,404.0,153.0,256.0,241.0,346.0,229.0,273.0,14,2.83,28.857142857142858,219,44.24,25.698630136986303,482,97.37,20.491701244813278
person,person,,,,True,False,True,2,2,2.0,17,4.527777777777779,0.37844036697247707,0.08840338135492319,0.0017160058984107712,0.0053308036402135274,19.74846625766871,22.235294117647058,0.015385228240542214,0.010746086819710265,0.5,68,4,31,11,8.5,235.0,245.0,208.0,123.0,237.0,153.0,268.0,320.0,17,3.43,22.235294117647058,185,37.37,25.994594594594595,470,94.95,20.606382978723403
person,person,,,,True,False,False,7,7,7.0,61,8.497377622377618,0.4558011049723757,0.08145310138854227,0.024426473198609442,0.0035225347075571157,32.740554812605026,32.622950819672134,0.14199418998994515,0.07063269146211705,0.30327868852459017,555,4,69,22,8.714285714285714,5.0,21.0,12.0,266.0,7.0,258.0,9.0,61.0,61,12.32,32.622950819672134,341,68.89,23.7683284457478,492,99.39,20.107723577235774
person,person,,,,True,False,True,2,2,2.0,16,4.403968253968254,0.37134283570892723,0.08782694838318572,0.0025148128848612402,0.013001315809560189,18.21247071544422,21.3125,0.01399080587898843,0.012741285227020194,0.49166666666666664,59,4,24,9,8.0,263.0,253.0,237.0,136.0,185.0,15.0,285.0,298.0,16,3.23,21.3125,166,33.54,26.174698795180724,465,93.94,20.886021505376345
person,person,,,,True,False,False,3,3,3.0,25,5.088492063492064,0.4097682119205298,0.0861169102296451,0.003390772915424781,0.004226706606439877,25.838571317164465,28.48,0.034519083833658565,0.023246124352902436,0.38666666666666666,116,4,51,15,8.333333333333334,128.0,199.0,87.0,171.0,156.0,219.0,129.0,215.0,25,5.05,28.48,264,53.33,25.46969696969697,483,97.58,20.4120082815735
person,person,,,,True,False,False,5,5,5.0,53,8.530591630591635,0.44554455445544555,0.08665587115409865,0.014773377956207156,0.0017234431349263878,28.832150650405122,29.37735849056604,0.086872433990226,0.08154061758968309,0.2648766328011611,365,4,55,15,10.6,15.0,19.0,24.0,160.0,27.0,371.0,44.0,45.0,53,10.71,29.37735849056604,324,65.45,24.395061728395063,492,99.39,20.103658536585368
person,person,,,,True,False,False,4,4,4.0,25,5.654761904761906,0.3618421052631579,0.0708211919898132,0.0020800015525416172,0.001045562624509993,18.94084210526315,20.56,0.012785480390669813,0.006990889356697975,0.44333333333333336,133,4,33,11,6.25,128.0,164.0,277.0,455.0,206.0,405.0,301.0,362.0,25,5.05,20.56,134,27.07,25.17910447761194,453,91.52,21.141280353200884
person,person,,,,False,False,True,2,2,2.0,17,7.941666666666666,0.3793103448275862,0.083392765888147,0.0001517788255719107,0.00046359213141347394,23.78698845750262,33.35294117647059,0.03369575283286975,0.16517959280774225,0.8823529411764706,120,4,50,15,8.5,235.0,40.0,203.0,227.0,435.0,439.0,137.0,1.0,17,3.43,33.35294117647059,186,37.58,28.833333333333332,472,95.35,20.718220338983052
person,person,,,,True,False,False,2,2,2.0,16,8.25,0.3265171503957784,0.07963427223123432,0.0,0.0010248830312668293,19.939393939393938,22.4375,0.007769025866175772,0.1268670125821615,1.0,120,6,59,16,8.0,263.0,27.0,411.0,318.0,465.0,406.0,360.0,10.0,16,3.23,22.4375,77,15.56,25.83116883116883,378,76.36,22.66137566137566
person,person,,,,True,False,False,7,7,7.0,45,5.726176601176601,0.4326923076923077,0.07891590275009962,0.015578562957646194,0.0009149524938998621,27.49767553435086,27.555555555555557,0.07615757752953645,0.03415236726441397,0.2292929292929293,227,4,56,15,6.428571428571429,29.0,159.0,36.0,333.0,25.0,418.0,58.0,150.0,45,9.09,27.555555555555557,303,61.21,24.442244224422442,488,98.59,20.235655737704917
person,person,,,,False,False,False,2,2,2.0,9,2.2916666666666665,0.35306704707560627,0.0826400289379226,0.0007462722978201682,0.0017984354826460088,19.400000000000002,21.666666666666668,0.005906179303027726,0.004495100755885184,0.5277777777777778,19,5,15,8,4.5,407.0,436.0,317.0,244.0,337.0,366.0,377.0,396.0,9,1.82,21.666666666666668,124,25.05,23.5,446,90.1,21.242152466367713
person,person,,,,False,False,False,2,2,2.0,10,4.3428571428571425,0.3256578947368421,0.07441743923828614,2.0461584520303205e-05,0.0031426124788541537,23.991228070175442,26.1,0.011138839800428575,0.05222341324941141,0.9333333333333333,42,5,26,10,5.0,392.0,260.0,421.0,413.0,461.0,285.0,324.0,113.0,10,2.02,26.1,81,16.36,29.14814814814815,370,74.75,22.63783783783784
